sentence,entities,character_entities
"Ron, at the next table, wasn’t having much more 
luck.",['Ron'],['Ron']
"

“You do it, then, if you’re so clever,” Ron snarled. 

",['Ron'],['Ron']
"

“Oh, well done!” cried Professor Flitwick, clapping. 
",['Flitwick'],['Flitwick']
"

Ron was in a very bad mood by the end of the class.",['Ron'],['Ron']
"

“So?” said Ron, but he looked a bit uncomfortable. 
",['Ron'],['Ron']
"On their way down to the Great 
Hall for the Halloween feast, Harry and Ron overheard 
Parvati Patil telling her friend Lavender that Hermione 
was crying in the girls’ bathroom and wanted to be 
left alone.","['the Great \nHall', 'Halloween', 'Harry', 'Ron', 'Parvati Patil', 'Lavender that Hermione']",['Ron']
"Harry was just helping himself to a baked potato 
when Professor Quirrell came sprinting into the hall, 
his turban askew and terror on his face.","['Harry', 'Quirrell']",['Quirrell']
"Everyone 
stared as he reached Professor Dumbledore’s chair, 
slumped against the table, and gasped, “Troll — in 
the dungeons — thought you ought to know.”","['Dumbledore', 'Troll']",['Dumbledore']
"

“Don’t ask me, they’re supposed to be really stupid,” 
said Ron.",['Ron'],['Ron']
"As they jostled their way through 
a crowd of confused Hufflepuffs, Harry suddenly 
grabbed Ron’s arm.","['Hufflepuffs', 'Harry', 'Ron']",['Ron']
"Page | 194 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Percy!” hissed Ron, pulling Harry behind a large 
stone griffin.","['194', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Ron', 'Harry']",['Ron']
"Peering around it, however, they saw not Percy but 
Snape.",['Snape'],['Snape']
"“He’s heading for the third floor,” Harry said, but Ron 
held up his hand.","['third', 'Harry', 'Ron']",['Ron']
"Ron pointed — at 
the end of a passage to the left, something huge was 
moving toward them.",['Ron'],['Ron']
"

“Good idea,” said Ron nervously.",['Ron'],['Ron']
"“Oh, no,” said Ron, pale as the Bloody Baron. 

",['Ron'],['Ron']
"Harry said desperately to Ron, and, 
seizing a tap, he threw it as hard as he could against 
the wall.","['Harry', 'Ron']",['Ron']
"“Oy, pea-brain!” yelled Ron from the other side of the 
chamber, and he threw a metal pipe at it.",['Ron'],['Ron']
"The troll 
didn’t even seem to notice the pipe hitting its 
shoulder, but it heard the yell and paused again, 
turning its ugly snout toward Ron instead, giving 
Harry time to run around it. 

","['Ron', 'Harry']",['Ron']
"It roared again and started toward Ron, 
who was nearest and had no way to escape. 

",['Ron'],['Ron']
"Page | 197 Harry Potter and the Philosophers Stone - J.K. Rowling 




Hermione had sunk to the floor in fright; Ron pulled 
out his own wand — not knowing what he was going 
to do he heard himself cry the first spell that came 
into his head: “Wingardium Leviosal” 

The club flew suddenly out of the troll’s hand, rose 
high, high up into the air, turned slowly over — and 
dropped, with a sickening crack, onto its owner’s 
head.","['197', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling \n\n\n\n\nHermione', 'Ron', 'first', 'Wingardium Leviosal']",['Ron']
"Ron was standing there with his wand still 
raised, staring at what he had done.",['Ron'],['Ron']
"A moment later, Professor McGonagall 
had come bursting into the room, closely followed by 
Snape, with Quirrell bringing up the rear.","['McGonagall', 'Snape', 'Quirrell']","['McGonagall', 'Snape', 'Quirrell']"
"Professor McGonagall was 
looking at Ron and Harry.","['McGonagall', 'Ron', 'Harry']","['McGonagall', 'Ron']"
"Harry looked 
at Ron, who was still standing with his wand in the 
air.","['Harry', 'Ron']",['Ron']
He wished Ron would put his wand down.,['Ron'],['Ron']
"

“Please, Professor McGonagall — they were looking for 
me.”",['McGonagall'],['McGonagall']
"

Ron dropped his wand.",['Ron'],['Ron']
"Harry 
stuck his wand up its nose and Ron knocked it out 
with its own club.","['Harry', 'Ron']",['Ron']
"

Page | 199 Harry Potter and the Philosophers Stone - J.K. Rowling 




Harry and Ron tried to look as though this story 
wasn’t new to them. 

","['199', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Harry', 'Ron']",['Ron']
"“Well — in that case ...” said Professor McGonagall, 
staring at the three of them, “Miss Granger, you 
foolish girl, how could you think of tackling a 
mountain troll on your own?” 

Hermione hung her head.","['McGonagall', 'three', 'Miss Granger']","['McGonagall', 'Miss Granger']"
"It was as if Snape had started 
handing out sweets.",['Snape'],['Snape']
"

“Miss Granger, five points will be taken from 
Gryffindor for this,” said Professor McGonagall.","['Miss Granger', 'five', 'McGonagall']","['Miss Granger', 'McGonagall']"
"Professor McGonagall turned to Harry and Ron. 

","['McGonagall', 'Harry', 'Ron']","['McGonagall', 'Ron']"
"Professor 
Dumbledore will be informed of this.",['Dumbledore'],['Dumbledore']
"

“We should have gotten more than ten points,” Ron 
grumbled.","['more than ten', 'Ron']",['Ron']
"“Good of her to get us out of trouble like that,” Ron 
admitted.",['Ron'],['Ron']
"Hermione had become a bit more relaxed about 
breaking rules since Harry and Ron had saved her 
from the mountain troll, and she was much nicer for 
it.","['Harry', 'Ron']",['Ron']
"They were standing with their backs to it, getting 
warm, when Snape crossed the yard.",['Snape'],['Snape']
"Harry noticed at 
once that Snape was limping.","['Harry', 'Snape']",['Snape']
"Harry, Ron, and 
Hermione moved closer together to block the fire from 
view; they were sure it wouldn’t be allowed. 
","['Harry', 'Ron', 'Hermione']",['Ron']
"Page | 203 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Library books are not to be taken outside the 
school,” said Snape.","['203', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Snape']",['Snape']
"

“He’s just made that rule up,” Harry muttered angrily 
as Snape limped away.","['Harry', 'Snape']",['Snape']
"“Wonder what’s wrong with 
his leg?” 

“Dunno, but I hope it’s really hurting him,” said Ron 
bitterly.",['Ron'],['Ron']
"Harry, Ron, and Hermione sat together next 
to a window.","['Harry', 'Ron', 'Hermione']",['Ron']
"Hermione was checking Harry and Ron’s 
Charms homework for them.","['Harry', 'Ron']",['Ron']
Why should he be afraid of Snape?,['Snape'],['Snape']
"Getting 
up, he told Ron and Hermione he was going to ask 
Snape if he could have it. 

","['Ron', 'Snape']","['Ron', 'Snape']"
"“Better you than me,” they said together, but Harry 
had an idea that Snape wouldn’t refuse if there were 
other teachers listening. 

","['Harry', 'Snape']",['Snape']
"Filch was handing Snape 
bandages.","['Filch', 'Snape']",['Snape']
"OUT!” 

Harry left, before Snape could take any more points 
from Gryffindor.","['Harry', 'Snape']",['Snape']
"Ron asked as Harry joined them. 
","['Ron', 'Harry']",['Ron']
"“I know he’s not very 
nice, but he wouldn’t try and steal something 
Dumbledore was keeping safe.”",['Dumbledore'],['Dumbledore']
"

“Honestly, Hermione, you think all teachers are saints 
or something,” snapped Ron.",['Ron'],['Ron']
"I 



Page | 205 Harry Potter and the Philosophers Stone - J.K. Rowling 




wouldn’t put anything past Snape.","['205', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Snape']",['Snape']
"Page | 206 Harry Potter and the Philosophers Stone - J.K. Rowling 




Ron and Hermione joined Neville, Seamus, and Dean 
the West Ham fan up in the top row.","['206', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Ron', 'Neville', 'Seamus', 'Dean', 'the top row']",['Ron']
"The Weasley twins’ friend, Lee Jordan, was doing the 
commentary for the match, closely watched by 
Professor McGonagall.","['Lee Jordan', 'McGonagall']",['McGonagall']
"

“Hagrid!”",['Hagrid'],['Hagrid']
"

Ron and Hermione squeezed together to give Hagrid 
enough space to join them.","['Ron and Hermione', 'Hagrid']",['Hagrid']
"“Bin watchin’ from me hut,” said Hagrid, patting a 
large pair of binoculars around his neck, “But it isn’t 
the same as bein’ in the crowd.","['Bin', 'Hagrid']",['Hagrid']
"No sign of the Snitch 
yet, eh?” 

“Nope,” said Ron.","['Snitch', 'Ron']",['Ron']
"

“Kept outta trouble, though, that’s somethin’,” said 
Hagrid, raising his binoculars and peering skyward at 
the speck that was Harry. 



","['Hagrid', 'Harry']",['Hagrid']
"

“What are you talking about, Dean?” said Ron. 

","['Dean', 'Ron']",['Ron']
"

“But this isn’t soccer, Dean,” Ron reminded him. 

","['Dean', 'Ron']",['Ron']
"“So — after that obvious and disgusting bit of 
cheating — ” 

“Jordan!” growled Professor McGonagall. 

","['Jordan', 'McGonagall']",['McGonagall']
"

“Can’t have,” Hagrid said, his voice shaking.",['Hagrid'],['Hagrid']
"

At these words, Hermione seized Hagrid ’s binoculars, 
but instead of looking up at Harry, she started 
looking frantically at the crowd. 

","['Hermione', 'Hagrid', 'Harry']",['Hagrid']
"moaned Ron, gray-faced.",['Ron'],['Ron']
"

“I knew it,” Hermione gasped, “Snape — look.”",['Snape'],['Snape']
"

Ron grabbed the binoculars.",['Ron'],['Ron']
"Before Ron could say another word, Hermione had 
disappeared.","['Ron', 'Hermione']",['Ron']
"Ron turned the binoculars back on 
Harry.","['Ron', 'Harry']",['Ron']
"

“Come on, Hermione,” Ron muttered desperately. 

","['Hermione', 'Ron']",['Ron']
"Hermione had fought her way across to the stand 
where Snape stood, and was now racing along the row 
behind him; she didn’t even stop to say sorry as she 
knocked Professor Quirrell headfirst into the row in 
front.","['Snape', 'Quirrell']","['Snape', 'Quirrell']"
"It took perhaps thirty seconds for Snape to realize 
that he was on fire.","['thirty seconds', 'Snape']",['Snape']
"Scooping the fire off him into a little jar 
in her pocket, she scrambled back along the row — 
Snape would never know what had happened.",['Snape'],['Snape']
Ron said.,['Ron'],['Ron']
"Neville had been 
sobbing into Hagrid’s jacket for the last five minutes. 

","['Neville', 'Hagrid', 'the last five minutes']",['Hagrid']
"He 
was being made a cup of strong tea back in Hagrid’s 
hut, with Ron and Hermione. 

","['Hagrid', 'Ron']","['Hagrid', 'Ron']"
"“It was Snape,” Ron was explaining, “Hermione and I 
saw him.","['Snape', 'Ron']","['Snape', 'Ron']"
"

“Rubbish,” said Hagrid, who hadn’t heard a word of 
what had gone on next to him in the stands.",['Hagrid'],['Hagrid']
"“Why 
would Snape do somethin’ like that?” 

Harry, Ron, and Hermione looked at one another, 
wondering what to tell him.","['Snape', 'Harry,', 'Ron', 'Hermione']","['Snape', 'Ron']"
"

“I found out something about him,” he told Hagrid. 
",['Hagrid'],['Hagrid']
"

“Now, don’t ask me anymore,” said Hagrid gruffly. 
",['Hagrid'],['Hagrid']
"

“But Snape’s trying to steal it.”",['Snape'],['Snape']
"

“Rubbish,” said Hagrid again.",['Hagrid'],['Hagrid']
"The afternoon’s events certainly seemed to have 
changed her mind about Snape. 

","['afternoon', 'Snape']",['Snape']
"“I know a jinx when I see one, Hagrid, I’ve read all 
about them!",['Hagrid'],['Hagrid']
"You’ve got to keep eye contact, and 
Snape wasn’t blinking at all, I saw him!”",['Snape'],['Snape']
"

“I’m tellin’ yeh, yer wrong!” said Hagrid hotly.",['Hagrid'],['Hagrid']
"“I don’ 
know why Harry’s broom acted like that, but Snape 
wouldn’ try an’ kill a student!","['Harry', 'Snape']",['Snape']
"The lake froze solid and the 
Weasley twins were punished for bewitching several 
snowballs so that they followed Quirrell around, 
bouncing off the back of his turban.","['Weasley', 'Quirrell']",['Quirrell']
"The few owls that 
managed to battle their way through the stormy sky 
to deliver mail had to be nursed back to health by 
Hagrid before they could fly off again. 

",['Hagrid'],['Hagrid']
"So Malfoy, jealous and angry, had gone 
back to taunting Harry about having no proper 
family.","['Malfoy', 'Harry']",['Malfoy']
"Professor McGonagall had come 
around the week before, making a list of students 
who would be staying for the holidays, and Harry had 
signed up at once.","['McGonagall', 'the week before', 'the holidays', 'Harry']",['McGonagall']
"Ron and his brothers were staying, too, 
because Mr. and Mrs. Weasley were going to Romania 
to visit Charlie.","['Ron', 'Weasley', 'Romania', 'Charlie']",['Ron']
"Two enormous feet sticking out at the bottom and a 
loud puffing sound told them that Hagrid was behind 
it. 

","['Two', 'Hagrid']",['Hagrid']
"“Hi, Hagrid, want any help?”",['Hagrid'],['Hagrid']
"Ron asked, sticking his 
head through the branches. 

",['Ron'],['Ron']
"“Nah, I’m all right, thanks, Ron.” 



Page | 218 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Would you mind moving out of the way?” came 
Malfoy’s cold drawl from behind them.","['Ron', '218', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Malfoy’s']",['Ron']
"Hoping to be 
gamekeeper yourself when you leave Hogwarts, I 
suppose — that hut of Hagrid’s must seem like a 
palace compared to what your family’s used to.”",['Hagrid'],['Hagrid']
"

Ron dived at Malfoy just as Snape came up the stairs. 

“WEASLEY!”","['Ron', 'Snape']","['Ron', 'Snape']"
"

Ron let go of the front of Malfoy’s robes.","['Ron', 'Malfoy’s']",['Ron']
"

“He was provoked, Professor Snape,” said Hagrid, 
sticking his huge hairy face out from behind the tree. 
","['Snape', 'Hagrid']","['Snape', 'Hagrid']"
"

“Be that as it may, fighting is against Hogwarts rules, 
Hagrid,” said Snape silkily.","['Hogwarts', 'Hagrid', 'Snape']","['Hagrid', 'Snape']"
"

“I’ll get him,” said Ron, grinding his teeth at Malfoy’s 
back, “one of these days, I’ll get him — ” 

“I hate them both,” said Harry, “Malfoy and Snape.”","['Ron', 'Malfoy’s', 'these days', 'Harry', 'Malfoy and Snape']",['Ron']
"

“Come on, cheer up, it’s nearly Christmas,” said 
Hagrid.","['nearly Christmas', 'Hagrid']",['Hagrid']
"So the three of them followed Hagrid and his tree off 
to the Great Hall, where Professor McGonagall and 
Professor Flitwick were busy with the Christmas 
decorations.","['three', 'Hagrid', 'the Great Hall', 'McGonagall', 'Flitwick', 'Christmas']","['Hagrid', 'McGonagall', 'Flitwick']"
Hagrid asked.,['Hagrid'],['Hagrid']
"

“Oh yeah, you’re right,” said Ron, tearing his eyes 
away from Professor Flitwick, who had golden 
bubbles blossoming out of his wand and was trailing 
them over the branches of the new tree. 

","['Ron', 'Flitwick']","['Ron', 'Flitwick']"
"“The library?” said Hagrid, following them out of the 
hall.",['Hagrid'],['Hagrid']
"

“I’m sayin’ nothin’,” said Hagrid flatly.","['nothin’', 'Hagrid']",['Hagrid']
"

“Just have to find out for ourselves, then,” said Ron, 
and they left Hagrid looking disgruntled and hurried 
off to the library.","['Ron', 'Hagrid']","['Ron', 'Hagrid']"
"They had indeed been searching books for Flamel’s 
name ever since Hagrid had let it slip, because how 
else were they going to find out what Snape was 
trying to steal?","['Flamel’s', 'Hagrid', 'Snape']","['Hagrid', 'Snape']"
"Hermione took out a list of subjects and titles she had 
decided to search while Ron strode off down a row of 
books and started pulling them off the shelves at 
random.",['Ron'],['Ron']
"He, Ron, and Hermione 
had already agreed they’d better not ask Madam 
Pince where they could find Flamel.","['Ron', 'Hermione', 'Madam \nPince', 'Flamel']",['Ron']
"They were sure 
she’d be able to tell them, but they couldn’t risk 
Snape hearing what they were up to. 

",['Snape'],['Snape']
"Five minutes later, Ron and Hermione joined him, 
shaking their heads.","['Five minutes later', 'Ron', 'Hermione']",['Ron']
"

“And you could ask your parents if they know who 
Flamel is,” said Ron.","['Flamel', 'Ron']",['Ron']
"Once the holidays had started, Ron and Harry were 
having too good a time to think much about Flamel. 
","['Ron', 'Harry']",['Ron']
"They 
sat by the hour eating anything they could spear on a 
toasting fork — bread, English muffins, 

Page | 222 Harry Potter and the Philosophers Stone - J.K. Rowling 




marshmallows — and plotting ways of getting Malfoy 
expelled, which were fun to talk about even if they 
wouldn’t work.","['the hour', 'English', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Malfoy']",['Malfoy']
Ron also started teaching Harry wizard chess.,"['Ron', 'Harry']",['Ron']
Ron’s set was very old and battered.,['Ron'],['Ron']
"“Merry Christmas,” said Ron sleepily as Harry 
scrambled out of bed and pulled on his bathrobe.","['Merry Christmas', 'Ron', 'Harry']",['Ron']
"

“What did you expect, turnips?” said Ron, turning to 
his own pile, which was a lot bigger than Harry’s. 

","['Ron', 'Harry’s']",['Ron']
"It was wrapped in 
thick brown paper and scrawled across it was To 
Harry, from Hagrid.","['Harry', 'Hagrid']",['Hagrid']
Hagrid had obviously whittled it himself.,['Hagrid'],['Hagrid']
Ron was fascinated by the fifty pence.,"['Ron', 'fifty pence']",['Ron']
"This is money?” 

“You can keep it,” said Harry, laughing at how 
pleased Ron was.","['Harry', 'Ron']",['Ron']
"“Hagrid and my aunt and uncle — 
so who sent these?” 

“I think I know who that one’s from,” said Ron, 
turning a bit pink and pointing to a very lumpy 
parcel.",['Ron'],['Ron']
"“Every year she makes us a sweater,” said Ron, 
unwrapping his own, “and mine’s always maroon.”",['Ron'],['Ron']
Ron gasped.,['Ron'],['Ron']
"

“It’s an Invisibility Cloak,” said Ron, a look of awe on 
his face.",['Ron'],['Ron']
"

Harry threw the cloak around his shoulders and Ron 
gave a yell.","['Harry', 'Ron']",['Ron']
“There’s a note!” said Ron suddenly.,['Ron'],['Ron']
"Ron 
was admiring the cloak.",['Ron'],['Ron']
"

“Why aren’t you wearing yours, Ron?”",['Ron'],['Ron']
"“I hate maroon,” Ron moaned halfheartedly as he 
pulled it over his head.",['Ron'],['Ron']
"Up at the High Table, Dumbledore 
had swapped his pointed wizard’s hat for a flowered 
bonnet, and was chuckling merrily at a joke Professor 
Flitwick had just read him.",['Flitwick'],['Flitwick']
"Harry watched Hagrid getting 
redder and redder in the face as he called for more 
wine, finally kissing Professor McGonagall on the 
cheek, who, to Harry’s amazement, giggled and 
blushed, her top hat lopsided.","['Harry', 'Hagrid', 'McGonagall', 'Harry']","['Hagrid', 'McGonagall']"
"Then, 
cold, wet, and gasping for breath, they returned to the 
fire in the Gryffindor common room, where Harry 
broke in his new chess set by losing spectacularly to 
Ron.","['Gryffindor', 'Harry', 'Ron']",['Ron']
"Ron, full of turkey and cake and with nothing 
mysterious to bother him, fell asleep almost as soon 
as he’d drawn the curtains of his four-poster.","['Ron', 'four']",['Ron']
Ron grunted in his sleep.,['Ron'],['Ron']
"Wherever he 
was, Filch must know a shortcut, because his soft, 
greasy voice was getting nearer, and to his horror, it 
was Snape who replied, “The Restricted Section?","['Filch', 'Snape', 'The Restricted Section']",['Snape']
"

Harry stood rooted to the spot as Filch and Snape 
came around the corner ahead.","['Harry', 'Filch', 'Snape']",['Snape']
"His panic fading now that there was no sound of Filch 
and Snape, Harry moved nearer to the mirror, 
wanting to look at himself but see no reflection again. 
","['Filch', 'Snape', 'Harry']",['Snape']
"

“You could have woken me up,” said Ron, crossly.",['Ron'],['Ron']
"

“I’d like to see your mom and dad,” Ron said eagerly. 

",['Ron'],['Ron']
"

“You can see them any old time,” said Ron.",['Ron'],['Ron']
"What did it matter if Snape stole it, really? 

",['Snape'],['Snape']
“Are you all right?” said Ron.,['Ron'],['Ron']
"With Ron covered 
in the cloak, too, they had to walk much more slowly 
the next night.","['Ron', 'the next night']",['Ron']
"

“I’m freezing,” said Ron.",['Ron'],['Ron']
"Just as Ron 
started moaning that his feet were dead with cold, 
Harry spotted the suit of armor.","['Ron', 'Harry']",['Ron']
"

Harry stepped aside, but with Ron in front of the 
mirror, he couldn’t see his family anymore, just Ron 
in his paisley pajamas.","['Harry', 'Ron', 'Ron']","['Ron', 'Ron']"
"Ron, though, was staring transfixed at his image. 
",['Ron'],['Ron']
"

Ron tore his eyes away from this splendid sight to 
look excitedly at Harry.","['Ron', 'Harry']",['Ron']
"

Ron threw the cloak back over them as the luminous 
eyes of Mrs. Norris came round the door.","['Ron', 'Norris']",['Ron']
And Ron pulled Harry out of the room.,"['Ron', 'Harry']",['Ron']
"Page | 236 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Want to play chess, Harry?” said Ron. 



","['236', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Harry', 'Ron']",['Ron']
"

“Why don’t we go down and visit Hagrid?” 

“No ... you go ...” 

“I know what you’re thinking about, Harry, that 
mirror.","['Hagrid', 'Harry']",['Hagrid']
"But Harry only had one thought in his head, which 
was to get back in front of the mirror, and Ron wasn’t 
going to stop him. 

","['Harry', 'one', 'Ron']",['Ron']
"“I — I didn’t see you, sir.” 

“Strange how nearsighted being invisible can make 
you,” said Dumbledore, and Harry was relieved to see 
that he was smiling.","['Dumbledore', 'Harry']",['Dumbledore']
"“So,” said Dumbledore, slipping off the desk to sit on 
the floor with Harry, “you, like hundreds before you, 
have discovered the delights of the Mirror of Erised.”","['Dumbledore', 'Harry', 'hundreds', 'the Mirror of Erised']",['Dumbledore']
"

“But I expect you’ve realized by now what it does?” 

“It — well — it shows me my family — ” 

“And it showed your friend Ron himself as Head Boy.”","['Ron', 'Head Boy']",['Ron']
"Then he said slowly, “It shows us 
what we want ... whatever we want ...” 

“Yes and no,” said Dumbledore quietly.",['Dumbledore'],['Dumbledore']
“Sir — Professor Dumbledore?,['Dumbledore'],['Dumbledore']
"

“One can never have enough socks,” said 
Dumbledore.",['Dumbledore'],['Dumbledore']
"

It was only when he was back in bed that it struck 
Harry that Dumbledore might not have been quite 
truthful.","['Harry', 'Dumbledore']",['Dumbledore']
"

“You see, Dumbledore was right, that mirror could 
drive you mad,” said Ron, when Harry told him about 
these dreams.","['Dumbledore', 'Ron', 'Harry']","['Dumbledore', 'Ron']"
"“We’ve just got to make 
sure we play a clean game, so Snape hasn’t got an 
excuse to pick on us.”",['Snape'],['Snape']
"Which was all very well, thought Harry, but he had 
another reason for not wanting Snape near him while 
he was playing Quidditch. ...","['Harry', 'Snape', 'Quidditch']",['Snape']
"

The rest of the team hung back to talk to one another 
as usual at the end of practice, but Harry headed 
straight back to the Gryffindor common room, where 
he found Ron and Hermione playing chess.","['Harry', 'Gryffindor', 'Ron', 'Hermione']",['Ron']
"Chess was 
the only thing Hermione ever lost at, something Harry 
and Ron thought was very good for her. 

“Don’t talk to me for a moment,” said Ron when Harry 
sat down next to him, “I need to concern” He caught 
sight of Harry’s face.","['Chess', 'Harry \n', 'Ron', 'Ron', 'Harry', 'Harry']","['Ron', 'Ron']"
"

“Say you’re ill,” said Ron. 

“Pretend to break your leg,” Hermione suggested.",['Ron'],['Ron']
"

“ Really break your leg,” said Ron. 

",['Ron'],['Ron']
"Hermione asked him, leading him 
over to sit with Harry and Ron. 

","['Harry', 'Ron']",['Ron']
"

“Go to Professor McGonagall!”",['McGonagall'],['McGonagall']
"

“You’ve got to stand up to him, Neville!” said Ron. 
","['Neville', 'Ron']",['Ron']
"“You’re worth twelve of Malfoy,” Harry said.","['twelve', 'Malfoy', 'Harry']",['Malfoy']
"Harry and Ron barely had 
time to exchange mystified looks before she was 
dashing back, an enormous old book in her arms.","['Harry', 'Ron']",['Ron']
"

Page | 245 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Light?” said Ron, but Hermione told him to be quiet 
until she’d looked something up, and started flicking 
frantically through the pages, muttering to herself.","['245', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Light', 'Ron', 'Hermione']",['Ron']
"

“Are we allowed to speak yet?” said Ron grumpily. 
",['Ron'],['Ron']
"

“The what?” said Harry and Ron. 

","['Harry', 'Ron']",['Ron']
"She pushed the book toward them, and Harry and 
Ron read: 

The ancient study of alchemy is concerned with 
making the Sorcerer’s Stone, a legendary substance 
with astonishing powers.","['Harry', 'Ron']",['Ron']
"Page | 246 Harry Potter and the Philosophers Stone - J.K. Rowling 




“See?” said Hermione, when Harry and Ron had 
finished.","['246', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Hermione', 'Harry', 'Ron']",['Ron']
"I bet he asked Dumbledore to keep 
it safe for him, because they’re friends and he knew 
someone was after it, that’s why he wanted the Stone 
moved out of Gringotts!”","['Dumbledore', 'Stone', 'Gringotts']",['Dumbledore']
"

“And no wonder we couldn’t find Flamel in that Study 
of Recent Developments in Wizardry,” said Ron.","['Flamel', 'Study', 'Recent Developments', 'Wizardry', 'Ron']",['Ron']
"

The next morning in Defense Against the Dark Arts, 
while copying down different ways of treating werewolf 
bites, Harry and Ron were still discussing what they’d 
do with a Sorcerer’s Stone if they had one.","['The next morning', 'Defense Against the Dark Arts', 'Harry', 'Ron', 'Sorcerer’s Stone']",['Ron']
"It wasn’t 
until Ron said he’d buy his own Quidditch team that 
Harry remembered about Snape and the coming 
match.","['Ron', 'Quidditch', 'Harry', 'Snape']","['Ron', 'Snape']"
"

“I’m going to play,” he told Ron and Hermione.","['Ron', 'Hermione']",['Ron']
"“If I 
don’t, all the Slytherins will think I’m just too scared 
to face Snape.","['Slytherins', 'Snape']",['Snape']
"As the match drew nearer, however, Harry became 
more and more nervous, whatever he told Ron and 
Hermione.","['Harry', 'Ron']",['Ron']
"Page | 247 Harry Potter and the Philosophers Stone - J.K. Rowling 




Harry didn’t know whether he was imagining it or not, 
but he seemed to keep running into Snape wherever 
he went.","['247', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Harry', 'Snape']",['Snape']
"At times, he even wondered whether Snape 
was following him, trying to catch him on his own. 
",['Snape'],['Snape']
"Potions lessons were turning into a sort of weekly 
torture, Snape was so horrible to Harry.","['weekly', 'Snape', 'Harry']",['Snape']
"Harry didn’t see how he could — yet he 
sometimes had the horrible feeling that Snape could 
read minds.","['Harry', 'Snape']",['Snape']
"Harry knew, when they wished him good luck 
outside the locker rooms the next afternoon, that Ron 
and Hermione were wondering whether they’d ever 
see him alive again.","['Harry', 'the next afternoon', 'Ron', 'Hermione']",['Ron']
"Ron and Hermione, meanwhile, had found a place in 
the stands next to Neville, who couldn’t understand 
why they looked so grim and worried, or why they had 
both brought their wands to the match.","['Ron', 'Neville']",['Ron']
"Little did 
Harry know that Ron and Hermione had been secretly 
practicing the Leg-Locker Curse.","['Harry', 'Ron', 'Hermione', 'the Leg-Locker Curse']",['Ron']
"They’d gotten the 
idea from Malfoy using it on Neville, and were ready 
to use it on Snape if he showed any sign of wanting to 
hurt Harry. 

","['Malfoy', 'Neville', 'Snape', 'Harry']","['Malfoy', 'Snape']"
"“Now, don’t forget, it’s Locomotor Mortis,” Hermione 
muttered as Ron slipped his wand up his sleeve.",['Ron'],['Ron']
"

“I know,” Ron snapped.",['Ron'],['Ron']
"Finish 

Page | 248 Harry Potter and the Philosophers Stone - J.K. Rowling 




the game before Snape can favor Hufflepuff too 
much.”","['Finish \n\nPage', '248', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Snape', 'Hufflepuff']",['Snape']
"“Even — blimey — 
Dumbledore’s come to watch!”",['Dumbledore'],['Dumbledore']
"There was simply no way that Snape would dare 
to try to hurt him if Dumbledore was watching.","['Snape', 'Dumbledore']","['Snape', 'Dumbledore']"
"Perhaps that was why Snape was looking so angry as 
the teams marched onto the field, something that Ron 
noticed, too.","['Snape', 'Ron']","['Snape', 'Ron']"
"

“I’ve never seen Snape look so mean,” he told 
Hermione.","['Snape', 'Hermione']",['Snape']
"

Someone had poked Ron in the back of the head.",['Ron'],['Ron']
"It 
was Malfoy.",['Malfoy'],['Malfoy']
"What about you, 
Weasley?” 

Ron didn’t answer; Snape had just awarded 
Hufflepuff a penalty because George Weasley had hit 
a Bludger at him.","['Weasley', 'Ron', 'Snape', 'Hufflepuff', 'George Weasley', 'Bludger']","['Ron', 'Snape']"
"“You know how I think they choose people for the 
Gryffindor team?” said Malfoy loudly a few minutes 
later, as Snape awarded Hufflepuff another penalty 
for no reason at all.","['Malfoy', 'a few minutes \nlater', 'Snape', 'Hufflepuff']","['Malfoy', 'Snape']"
"

Neville went bright red but turned in his seat to face 
Malfoy.",['Malfoy'],['Malfoy']
"“I’m worth twelve of you, Malfoy,” he stammered. 

","['twelve', 'Malfoy']",['Malfoy']
"Malfoy, Crabbe, and Goyle howled with laughter, but 
Ron, still not daring to take his eyes from the game, 
said, “You tell him, Neville.”","['Goyle', 'Ron', 'Neville']",['Ron']
"

Ron’s nerves were already stretched to the breaking 
point with anxiety about Harry. 

","['Ron', 'Harry']",['Ron']
"“I’m warning you, Malfoy — one more word — ” 

“Ron!” said Hermione suddenly, “Harry — !”","['Malfoy', 'one', 'Hermione', 'Harry']",['Malfoy']
