start_sent,sentences,entities
4222,"Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




volumes about famous cases of marauding beasts, 
speaking occasionally when they ran across 
something relevant. 

 “Here’s something ... there was a case in 1722 ... but 
the hippogriff was convicted — ugh, look what they 
did to it, that’s disgusting — ” 

“This might help, look — a manticore savaged 
someone in 1296, and they let the manticore off — oh 
— no, that was only because everyone was too scared 
to go near it. ...” 

","['Harry Potter', 'the']"
4223,"“Here’s something ... there was a case in 1722 ... but 
the hippogriff was convicted — ugh, look what they 
did to it, that’s disgusting — ” 

“This might help, look — a manticore savaged 
someone in 1296, and they let the manticore off — oh 
— no, that was only because everyone was too scared 
to go near it. ...” 

 Meanwhile, in the rest of the castle, the usual 
magnificent Christmas decorations had been put up, 
despite the fact that hardly any of the students 
remained to enjoy them.",['the']
4224,"but 
the hippogriff was convicted — ugh, look what they 
did to it, that’s disgusting — ” 

“This might help, look — a manticore savaged 
someone in 1296, and they let the manticore off — oh 
— no, that was only because everyone was too scared 
to go near it. ...” 

 Meanwhile, in the rest of the castle, the usual 
magnificent Christmas decorations had been put up, 
despite the fact that hardly any of the students 
remained to enjoy them. Thick streamers of holly and 
mistletoe were strung along the corridors, mysterious 
lights shone from inside every suit of armor, and the 
Great Hall was filled with its usual twelve Christmas 
trees, glittering with golden stars.","['holly', 'Hall', 'the']"
4225,"Meanwhile, in the rest of the castle, the usual 
magnificent Christmas decorations had been put up, 
despite the fact that hardly any of the students 
remained to enjoy them. Thick streamers of holly and 
mistletoe were strung along the corridors, mysterious 
lights shone from inside every suit of armor, and the 
Great Hall was filled with its usual twelve Christmas 
trees, glittering with golden stars. A powerful and 
delicious smell of cooking pervaded the corridors, and 
by Christmas Eve, it had grown so strong that even 
Scabbers poked his nose out of the shelter of Ron’s 
pocket to sniff hopefully at the air. 

","['Ron', 'holly', 'Hall', 'the']"
4226,"Thick streamers of holly and 
mistletoe were strung along the corridors, mysterious 
lights shone from inside every suit of armor, and the 
Great Hall was filled with its usual twelve Christmas 
trees, glittering with golden stars. A powerful and 
delicious smell of cooking pervaded the corridors, and 
by Christmas Eve, it had grown so strong that even 
Scabbers poked his nose out of the shelter of Ron’s 
pocket to sniff hopefully at the air. 

 On Christmas morning, Harry was woken by Ron 
throwing his pillow at him. 

","['Hall', 'the', 'holly', 'Harry', 'Ron']"
4227,"A powerful and 
delicious smell of cooking pervaded the corridors, and 
by Christmas Eve, it had grown so strong that even 
Scabbers poked his nose out of the shelter of Ron’s 
pocket to sniff hopefully at the air. 

 On Christmas morning, Harry was woken by Ron 
throwing his pillow at him. 

 “Oy! Presents!” 

","['Harry', 'Ron', 'the']"
4228,"On Christmas morning, Harry was woken by Ron 
throwing his pillow at him. 

 “Oy! Presents!” 

 Harry reached for his glasses and put them on, 
squinting through the semi-darkness to the foot of his 
bed, where a small heap of parcels had appeared.","['Harry', 'Ron', 'the']"
4229,"“Oy! Presents!” 

 Harry reached for his glasses and put them on, 
squinting through the semi-darkness to the foot of his 
bed, where a small heap of parcels had appeared. Ron 
was already ripping the paper off his own presents. 

","['Harry', 'Ron', 'the']"
4230,"Harry reached for his glasses and put them on, 
squinting through the semi-darkness to the foot of his 
bed, where a small heap of parcels had appeared. Ron 
was already ripping the paper off his own presents. 

 “Another sweater from Mum . . .","['Harry', 'Ron', 'the']"
4231,"Ron 
was already ripping the paper off his own presents. 

 “Another sweater from Mum . . . maroon again . .","['Ron', 'the']"
4234,". see if 
you’ve got one.” 



 Page | 246 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Harry had.","['Harry', 'Harry Potter', 'the']"
4235,"see if 
you’ve got one.” 



 Page | 246 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Harry had. Mrs. Weasley had sent him a scarlet 
sweater with the Gryffindor lion knitted on the front, 
also a dozen home-baked mince pies, some Christmas 
cake, and a box of nut brittle.","['scarlet', 'Harry', 'Harry Potter', 'the']"
4236,"Page | 246 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Harry had. Mrs. Weasley had sent him a scarlet 
sweater with the Gryffindor lion knitted on the front, 
also a dozen home-baked mince pies, some Christmas 
cake, and a box of nut brittle. As he moved all these 
things aside, he saw a long, thin package lying 
underneath. 

","['scarlet', 'Harry', 'Harry Potter', 'the']"
4237,"Mrs. Weasley had sent him a scarlet 
sweater with the Gryffindor lion knitted on the front, 
also a dozen home-baked mince pies, some Christmas 
cake, and a box of nut brittle. As he moved all these 
things aside, he saw a long, thin package lying 
underneath. 

 “What’s that?” said Ron, looking over, a freshly 
unwrapped pair of maroon socks in his hand. 

","['scarlet', 'Ron', 'the']"
4238,"As he moved all these 
things aside, he saw a long, thin package lying 
underneath. 

 “What’s that?” said Ron, looking over, a freshly 
unwrapped pair of maroon socks in his hand. 

 “Dunno ...” 

Harry ripped the parcel open and gasped as a 
magnificent, gleaming broomstick rolled out onto his 
bedspread.","['Harry', 'Ron', 'the']"
4239,"“What’s that?” said Ron, looking over, a freshly 
unwrapped pair of maroon socks in his hand. 

 “Dunno ...” 

Harry ripped the parcel open and gasped as a 
magnificent, gleaming broomstick rolled out onto his 
bedspread. Ron dropped his socks and jumped off his 
bed for a closer look. 

","['Harry', 'Ron', 'the']"
4240,"“Dunno ...” 

Harry ripped the parcel open and gasped as a 
magnificent, gleaming broomstick rolled out onto his 
bedspread. Ron dropped his socks and jumped off his 
bed for a closer look. 

 “I don’t believe it,” he said hoarsely. 

","['Harry', 'Ron', 'the']"
4241,"Ron dropped his socks and jumped off his 
bed for a closer look. 

 “I don’t believe it,” he said hoarsely. 

 It was a Firebolt, identical to the dream broom Harry 
had gone to see every day in Diagon Alley.","['broom', 'day', 'the', 'Harry', 'Ron']"
4242,"“I don’t believe it,” he said hoarsely. 

 It was a Firebolt, identical to the dream broom Harry 
had gone to see every day in Diagon Alley. Its handle 
glittered as he picked it up.","['broom', 'Harry', 'day', 'the']"
4243,"It was a Firebolt, identical to the dream broom Harry 
had gone to see every day in Diagon Alley. Its handle 
glittered as he picked it up. He could feel it vibrating 
and let go; it hung in midair, unsupported, at exactly 
the right height for him to mount it.","['broom', 'Harry', 'day', 'the']"
4244,"Its handle 
glittered as he picked it up. He could feel it vibrating 
and let go; it hung in midair, unsupported, at exactly 
the right height for him to mount it. His eyes moved 
from the golden registration number at the top of the 
handle, right down to the perfectly smooth, 
streamlined birch twigs that made up the tail. 

",['the']
4245,"He could feel it vibrating 
and let go; it hung in midair, unsupported, at exactly 
the right height for him to mount it. His eyes moved 
from the golden registration number at the top of the 
handle, right down to the perfectly smooth, 
streamlined birch twigs that made up the tail. 

 “Who sent it to you?” said Ron in a hushed voice. 

","['Ron', 'the']"
4246,"His eyes moved 
from the golden registration number at the top of the 
handle, right down to the perfectly smooth, 
streamlined birch twigs that made up the tail. 

 “Who sent it to you?” said Ron in a hushed voice. 

 “Look and see if there’s a card,” said Harry. 

","['Harry', 'Ron', 'the']"
4247,"“Who sent it to you?” said Ron in a hushed voice. 

 “Look and see if there’s a card,” said Harry. 

 Ron ripped apart the Firebolt’s wrappings. 

","['Harry', 'Ron', 'the']"
4248,"“Look and see if there’s a card,” said Harry. 

 Ron ripped apart the Firebolt’s wrappings. 

 “Nothing!","['Harry', 'Ron', 'the']"
4249,"Ron ripped apart the Firebolt’s wrappings. 

 “Nothing! Blimey, who’d spend that much on you?” 

","['Ron', 'the']"
4250,"“Nothing! Blimey, who’d spend that much on you?” 

 “Well,” said Harry, feeling stunned, “I’m betting it 
wasn’t the Dursleys.” 



","['Harry', 'stunned', 'the']"
4251,"Blimey, who’d spend that much on you?” 

 “Well,” said Harry, feeling stunned, “I’m betting it 
wasn’t the Dursleys.” 



 Page | 247 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“I bet it was Dumbledore,” said Ron, now walking 
around and around the Firebolt, taking in every 
glorious inch.","['Dumbledore', 'stunned', 'the', 'Harry Potter', 'Harry', 'Ron']"
4252,"“Well,” said Harry, feeling stunned, “I’m betting it 
wasn’t the Dursleys.” 



 Page | 247 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“I bet it was Dumbledore,” said Ron, now walking 
around and around the Firebolt, taking in every 
glorious inch. “He sent you the Invisibility Cloak 
anonymously. ...” 

","['Dumbledore', 'stunned', 'the', 'Harry Potter', 'Harry', 'Ron']"
4253,"Page | 247 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“I bet it was Dumbledore,” said Ron, now walking 
around and around the Firebolt, taking in every 
glorious inch. “He sent you the Invisibility Cloak 
anonymously. ...” 

 “That was my dad’s, though,” said Harry. 
","['Dumbledore', 'the', 'Harry Potter', 'Harry', 'Ron']"
4254,"“He sent you the Invisibility Cloak 
anonymously. ...” 

 “That was my dad’s, though,” said Harry. 
 “Dumbledore was just passing it on to me.","['Harry', 'Dumbledore', 'the']"
4255,"“That was my dad’s, though,” said Harry. 
 “Dumbledore was just passing it on to me. He 
wouldn’t spend hundreds of Galleons on me.","['Harry', 'Dumbledore']"
4256,"“Dumbledore was just passing it on to me. He 
wouldn’t spend hundreds of Galleons on me. He can’t 
go giving students stuff like this — ” 

“That’s why he wouldn’t say it was from him!” said 
Ron.","['Dumbledore', 'Ron']"
4257,"He 
wouldn’t spend hundreds of Galleons on me. He can’t 
go giving students stuff like this — ” 

“That’s why he wouldn’t say it was from him!” said 
Ron. “In case some git like Malfoy said it was 
favoritism.","['Malfoy', 'Ron']"
4258,"He can’t 
go giving students stuff like this — ” 

“That’s why he wouldn’t say it was from him!” said 
Ron. “In case some git like Malfoy said it was 
favoritism. Hey, Harry” — Ron gave a great whoop of 
laughter — “Malfoyl Wait till he sees you on this!","['Malfoy', 'Harry', 'Ron']"
4259,"“In case some git like Malfoy said it was 
favoritism. Hey, Harry” — Ron gave a great whoop of 
laughter — “Malfoyl Wait till he sees you on this! He’ll 
be sick as a pig!","['Malfoy', 'Harry', 'Ron']"
4260,"Hey, Harry” — Ron gave a great whoop of 
laughter — “Malfoyl Wait till he sees you on this! He’ll 
be sick as a pig! This is an international standard 
broom, this is!” 

","['broom', 'Harry', 'Ron']"
4261,"He’ll 
be sick as a pig! This is an international standard 
broom, this is!” 

 “I can’t believe this,” Harry muttered, running a hand 
along the Firebolt, while Ron sank onto Harry’s bed, 
laughing his head off at the thought of Malfoy.","['Malfoy', 'broom', 'the', 'Harry', 'Ron']"
4262,"This is an international standard 
broom, this is!” 

 “I can’t believe this,” Harry muttered, running a hand 
along the Firebolt, while Ron sank onto Harry’s bed, 
laughing his head off at the thought of Malfoy. “ Who 
— ?” 

“I know,” said Ron, controlling himself, “I know who it 
could’ve been — Lupin!” 

","['Malfoy', 'broom', 'the', 'Harry', 'Lupin', 'Ron']"
4263,"“I can’t believe this,” Harry muttered, running a hand 
along the Firebolt, while Ron sank onto Harry’s bed, 
laughing his head off at the thought of Malfoy. “ Who 
— ?” 

“I know,” said Ron, controlling himself, “I know who it 
could’ve been — Lupin!” 

 “What?” said Harry, now starting to laugh himself. 
","['Malfoy', 'the', 'Harry', 'Lupin', 'Ron']"
4264,"“ Who 
— ?” 

“I know,” said Ron, controlling himself, “I know who it 
could’ve been — Lupin!” 

 “What?” said Harry, now starting to laugh himself. 
 “Lupin?","['Harry', 'Lupin', 'Ron']"
4265,"“What?” said Harry, now starting to laugh himself. 
 “Lupin? Listen, if he had this much gold, he’d be able 
to buy himself some new robes.” 

","['able', 'Harry', 'Lupin']"
4266,"“Lupin? Listen, if he had this much gold, he’d be able 
to buy himself some new robes.” 

 “Yeah, but he likes you,” said Ron.","['able', 'Lupin', 'Ron']"
4267,"Listen, if he had this much gold, he’d be able 
to buy himself some new robes.” 

 “Yeah, but he likes you,” said Ron. “And he was away 
when your Nimbus got smashed, and he might’ve 
heard about it and decided to visit Diagon Alley and 
get this for you — ” 

“What d’you mean, he was away?” said Harry.","['able', 'Harry', 'Ron']"
4268,"“Yeah, but he likes you,” said Ron. “And he was away 
when your Nimbus got smashed, and he might’ve 
heard about it and decided to visit Diagon Alley and 
get this for you — ” 

“What d’you mean, he was away?” said Harry. “He 
was ill when I was playing in that match.” 



","['Harry', 'Ron']"
4269,"“And he was away 
when your Nimbus got smashed, and he might’ve 
heard about it and decided to visit Diagon Alley and 
get this for you — ” 

“What d’you mean, he was away?” said Harry. “He 
was ill when I was playing in that match.” 



 Page | 248 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“Well, he wasn’t in the hospital wing,” said Ron.","['Harry', 'Harry Potter', 'Ron', 'the']"
4270,"“He 
was ill when I was playing in that match.” 



 Page | 248 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“Well, he wasn’t in the hospital wing,” said Ron. “I 
was there, cleaning out the bedpans on that detention 
from Snape, remember?” 

","['Harry Potter', 'Snape', 'Ron', 'the']"
4271,"Page | 248 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“Well, he wasn’t in the hospital wing,” said Ron. “I 
was there, cleaning out the bedpans on that detention 
from Snape, remember?” 

 Harry frowned at Ron. 

","['the', 'Harry Potter', 'Snape', 'Harry', 'Ron']"
4272,"“I 
was there, cleaning out the bedpans on that detention 
from Snape, remember?” 

 Harry frowned at Ron. 

 “I can’t see Lupin affording something like this.” 

","['the', 'Snape', 'Harry', 'Lupin', 'Ron']"
4273,"Harry frowned at Ron. 

 “I can’t see Lupin affording something like this.” 

 “What ’re you two laughing about?” 

Hermione had just come in, wearing her dressing 
gown and carrying Crookshanks, who was looking 
very grumpy, with a string of tinsel tied around his 
neck. 

","['Hermione', 'Crookshanks', 'Harry', 'Lupin', 'Ron']"
4274,"“I can’t see Lupin affording something like this.” 

 “What ’re you two laughing about?” 

Hermione had just come in, wearing her dressing 
gown and carrying Crookshanks, who was looking 
very grumpy, with a string of tinsel tied around his 
neck. 

 “Don’t bring him in here!” said Ron, hurriedly 
snatching Scabbers from the depths of his bed and 
stowing him in his pajama pocket.","['Hermione', 'the', 'Crookshanks', 'Lupin', 'Ron']"
4275,"“What ’re you two laughing about?” 

Hermione had just come in, wearing her dressing 
gown and carrying Crookshanks, who was looking 
very grumpy, with a string of tinsel tied around his 
neck. 

 “Don’t bring him in here!” said Ron, hurriedly 
snatching Scabbers from the depths of his bed and 
stowing him in his pajama pocket. But Hermione 
wasn’t listening.","['Hermione', 'the', 'Ron', 'Crookshanks']"
4276,"“Don’t bring him in here!” said Ron, hurriedly 
snatching Scabbers from the depths of his bed and 
stowing him in his pajama pocket. But Hermione 
wasn’t listening. She dropped Crookshanks onto 
Seamus’s empty bed and stared, open-mouthed, at 
the Firebolt. 

","['Hermione', 'Seamus', 'the', 'Crookshanks', 'Ron']"
4277,"But Hermione 
wasn’t listening. She dropped Crookshanks onto 
Seamus’s empty bed and stared, open-mouthed, at 
the Firebolt. 

 “Oh, Harry\","['Hermione', 'the', 'Seamus', 'Crookshanks']"
4278,"She dropped Crookshanks onto 
Seamus’s empty bed and stared, open-mouthed, at 
the Firebolt. 

 “Oh, Harry\ Who sent you that?” 

","['the', 'Seamus', 'Crookshanks']"
4279,"“Oh, Harry\ Who sent you that?” 

 “No idea,” said Harry.",['Harry']
4280,"Who sent you that?” 

 “No idea,” said Harry. “There wasn’t a card or 
anything with it.” 

",['Harry']
4281,"“No idea,” said Harry. “There wasn’t a card or 
anything with it.” 

 To his great surprise, Hermione did not appear either 
excited or intrigued by the news.","['Hermione', 'Harry', 'the']"
4282,"“There wasn’t a card or 
anything with it.” 

 To his great surprise, Hermione did not appear either 
excited or intrigued by the news. On the contrary, her 
face fell, and she bit her lip. 

","['Hermione', 'face', 'the']"
4283,"To his great surprise, Hermione did not appear either 
excited or intrigued by the news. On the contrary, her 
face fell, and she bit her lip. 

 “What’s the matter with you?” said Ron. 

“I don’t know,” said Hermione slowly, “but it’s a bit 
odd, isn’t it?","['Hermione', 'face', 'Ron', 'the']"
4284,"On the contrary, her 
face fell, and she bit her lip. 

 “What’s the matter with you?” said Ron. 

“I don’t know,” said Hermione slowly, “but it’s a bit 
odd, isn’t it? I mean, this is supposed to be quite a 
good broom, isn’t it?” 

","['Hermione', 'broom', 'the', 'face', 'Ron']"
4285,"“What’s the matter with you?” said Ron. 

“I don’t know,” said Hermione slowly, “but it’s a bit 
odd, isn’t it? I mean, this is supposed to be quite a 
good broom, isn’t it?” 

 Ron sighed exasperatedly. 



","['Hermione', 'broom', 'Ron', 'the']"
4286,"I mean, this is supposed to be quite a 
good broom, isn’t it?” 

 Ron sighed exasperatedly. 



 Page | 249 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“It’s the best broom there is, Hermione,” he said. 

","['Hermione', 'broom', 'the', 'Harry Potter', 'Ron']"
4287,"Ron sighed exasperatedly. 



 Page | 249 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“It’s the best broom there is, Hermione,” he said. 

 “So it must’ve been really expensive.","['Hermione', 'broom', 'the', 'Harry Potter', 'Ron']"
4288,"Page | 249 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“It’s the best broom there is, Hermione,” he said. 

 “So it must’ve been really expensive. ...” 

“Probably cost more than all the Slytherins’ brooms 
put together,” said Ron happily. 

","['Hermione', 'broom', 'the', 'Harry Potter', 'Ron']"
4289,"“So it must’ve been really expensive. ...” 

“Probably cost more than all the Slytherins’ brooms 
put together,” said Ron happily. 

 “Well ... who’d send Harry something as expensive as 
that, and not even tell him they’d sent it?” said 
Hermione. 

","['Hermione', 'Harry', 'Ron', 'the']"
4290,"...” 

“Probably cost more than all the Slytherins’ brooms 
put together,” said Ron happily. 

 “Well ... who’d send Harry something as expensive as 
that, and not even tell him they’d sent it?” said 
Hermione. 

 “Who cares?” said Ron impatiently.","['Hermione', 'Harry', 'Ron', 'the']"
4291,"“Well ... who’d send Harry something as expensive as 
that, and not even tell him they’d sent it?” said 
Hermione. 

 “Who cares?” said Ron impatiently. “Listen, Harry, 
can I have a go on it?","['Hermione', 'Harry', 'Ron']"
4292,"“Who cares?” said Ron impatiently. “Listen, Harry, 
can I have a go on it? Can I?” 

“I don’t think anyone should ride that broom just yet!” 
said Hermione shrilly. 

","['Hermione', 'broom', 'Harry', 'Ron']"
4293,"“Listen, Harry, 
can I have a go on it? Can I?” 

“I don’t think anyone should ride that broom just yet!” 
said Hermione shrilly. 

 Harry and Ron looked at her. 

","['Hermione', 'broom', 'Harry', 'Ron']"
4294,"Can I?” 

“I don’t think anyone should ride that broom just yet!” 
said Hermione shrilly. 

 Harry and Ron looked at her. 

 “What d’you think Harry’s going to do with it — sweep 
the floor?” said Ron. 

","['Hermione', 'broom', 'the', 'Harry', 'Ron']"
4295,"Harry and Ron looked at her. 

 “What d’you think Harry’s going to do with it — sweep 
the floor?” said Ron. 

 But before Hermione could answer, Crookshanks 
sprang from Seamus’s bed, right at Ron’s chest. 

","['Hermione', 'Seamus', 'the', 'Crookshanks', 'Harry', 'Ron']"
4296,"“What d’you think Harry’s going to do with it — sweep 
the floor?” said Ron. 

 But before Hermione could answer, Crookshanks 
sprang from Seamus’s bed, right at Ron’s chest. 

 “GET — HIM — OUT — OF — HERE!”","['Hermione', 'Seamus', 'the', 'Crookshanks', 'Harry', 'Ron']"
4297,"But before Hermione could answer, Crookshanks 
sprang from Seamus’s bed, right at Ron’s chest. 

 “GET — HIM — OUT — OF — HERE!” Ron bellowed 
as Crookshanks ’s claws ripped his pajamas and 
Scabbers attempted a wild escape over his shoulder. 
","['Hermione', 'Seamus', 'Ron', 'Crookshanks']"
4298,"“GET — HIM — OUT — OF — HERE!” Ron bellowed 
as Crookshanks ’s claws ripped his pajamas and 
Scabbers attempted a wild escape over his shoulder. 
 Ron seized Scabbers by the tail and aimed a 
misjudged kick at Crookshanks that hit the trunk at 
the end of Harry’s bed, knocking it over and causing 
Ron to hop up and down, howling with pain. 

","['the', 'Harry', 'Ron', 'Crookshanks']"
4299,"Ron bellowed 
as Crookshanks ’s claws ripped his pajamas and 
Scabbers attempted a wild escape over his shoulder. 
 Ron seized Scabbers by the tail and aimed a 
misjudged kick at Crookshanks that hit the trunk at 
the end of Harry’s bed, knocking it over and causing 
Ron to hop up and down, howling with pain. 

 Crookshanks ’s fur suddenly stood on end.","['the', 'Harry', 'Ron', 'Crookshanks']"
4300,"Ron seized Scabbers by the tail and aimed a 
misjudged kick at Crookshanks that hit the trunk at 
the end of Harry’s bed, knocking it over and causing 
Ron to hop up and down, howling with pain. 

 Crookshanks ’s fur suddenly stood on end. A shrill, 
tinny whistling was filling the room.","['Harry', 'Ron', 'Crookshanks', 'the']"
4301,"Crookshanks ’s fur suddenly stood on end. A shrill, 
tinny whistling was filling the room. The Pocket 
Sneakoscope had become dislodged from Uncle 
Vernon’s old socks and was whirling and gleaming on 
the floor. 



","['Vernon', 'the', 'Crookshanks', 'The', 'Uncle']"
4302,"A shrill, 
tinny whistling was filling the room. The Pocket 
Sneakoscope had become dislodged from Uncle 
Vernon’s old socks and was whirling and gleaming on 
the floor. 



 Page | 250 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“I forgot about that!”","['Vernon', 'the', 'Harry Potter', 'The', 'Uncle']"
4303,"The Pocket 
Sneakoscope had become dislodged from Uncle 
Vernon’s old socks and was whirling and gleaming on 
the floor. 



 Page | 250 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“I forgot about that!” Harry said, bending down and 
picking up the Sneakoscope.","['Vernon', 'the', 'Harry', 'Harry Potter', 'The', 'Uncle']"
4304,"Page | 250 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“I forgot about that!” Harry said, bending down and 
picking up the Sneakoscope. “I never wear those 
socks if I can help it. ...” 

","['Harry', 'Harry Potter', 'the']"
4305,"Harry said, bending down and 
picking up the Sneakoscope. “I never wear those 
socks if I can help it. ...” 

 The Sneakoscope whirled and whistled in his palm. 
","['The', 'Harry', 'the']"
4306,"“I never wear those 
socks if I can help it. ...” 

 The Sneakoscope whirled and whistled in his palm. 
 Crookshanks was hissing and spitting at it. 

","['The', 'Crookshanks']"
4307,"The Sneakoscope whirled and whistled in his palm. 
 Crookshanks was hissing and spitting at it. 

 “You’d better take that cat out of here, Hermione,” 
said Ron furiously, sitting on Harry’s bed nursing his 
toe.","['Hermione', 'Crookshanks', 'The', 'Harry', 'Ron']"
4308,"Crookshanks was hissing and spitting at it. 

 “You’d better take that cat out of here, Hermione,” 
said Ron furiously, sitting on Harry’s bed nursing his 
toe. “Can’t you shut that thing up?” he added to 
Harry as Hermione strode out of the room, 
Crookshanks ’s yellow eyes still fixed maliciously on 
Ron","['Hermione', 'the', 'Crookshanks', 'Harry', 'Ron']"
4309,"“You’d better take that cat out of here, Hermione,” 
said Ron furiously, sitting on Harry’s bed nursing his 
toe. “Can’t you shut that thing up?” he added to 
Harry as Hermione strode out of the room, 
Crookshanks ’s yellow eyes still fixed maliciously on 
Ron . 

Harry stuffed the Sneakoscope back inside the socks 
and threw it back into his trunk.","['Hermione', 'the', 'Crookshanks', 'Harry', 'Ron']"
4310,"“Can’t you shut that thing up?” he added to 
Harry as Hermione strode out of the room, 
Crookshanks ’s yellow eyes still fixed maliciously on 
Ron . 

Harry stuffed the Sneakoscope back inside the socks 
and threw it back into his trunk. All that could be 
heard now were Ron’s stifled moans of pain and rage. 
","['Hermione', 'the', 'Crookshanks', 'Harry', 'Ron']"
4311,". 

Harry stuffed the Sneakoscope back inside the socks 
and threw it back into his trunk. All that could be 
heard now were Ron’s stifled moans of pain and rage. 
 Scabbers was huddled in Ron’s hands.","['Harry', 'Ron', 'the']"
4312,"All that could be 
heard now were Ron’s stifled moans of pain and rage. 
 Scabbers was huddled in Ron’s hands. It had been a 
while since Harry had seen him out of Ron’s pocket, 
and he was unpleasantly surprised to see that 
Scabbers, once so fat, was now very skinny; patches 
of fur seemed to have fallen out too. 

","['Harry', 'Ron', 'fallen']"
4313,"Scabbers was huddled in Ron’s hands. It had been a 
while since Harry had seen him out of Ron’s pocket, 
and he was unpleasantly surprised to see that 
Scabbers, once so fat, was now very skinny; patches 
of fur seemed to have fallen out too. 

 “He’s not looking too good, is he?”","['Harry', 'Ron', 'fallen']"
4314,"It had been a 
while since Harry had seen him out of Ron’s pocket, 
and he was unpleasantly surprised to see that 
Scabbers, once so fat, was now very skinny; patches 
of fur seemed to have fallen out too. 

 “He’s not looking too good, is he?” Harry said. 

","['Harry', 'Ron', 'fallen']"
4315,"“He’s not looking too good, is he?” Harry said. 

 “It’s stress!” said Ron.","['Harry', 'Ron']"
4316,"Harry said. 

 “It’s stress!” said Ron. “He’d be fine if that big stupid 
furball left him alone!” 

","['Harry', 'Ron']"
4317,"“It’s stress!” said Ron. “He’d be fine if that big stupid 
furball left him alone!” 

 But Harry, remembering what the woman at the 
Magical Menagerie had said about rats living only 
three years, couldn’t help feeling that unless Scabbers 
had powers he had never revealed, he was reaching 
the end of his life.","['Harry', 'Ron', 'the']"
4318,"“He’d be fine if that big stupid 
furball left him alone!” 

 But Harry, remembering what the woman at the 
Magical Menagerie had said about rats living only 
three years, couldn’t help feeling that unless Scabbers 
had powers he had never revealed, he was reaching 
the end of his life. And despite Ron’s frequent 
complaints that Scabbers was both boring and 
useless, he was sure Ron would be very miserable if 
Scabbers died. 

","['Harry', 'Ron', 'the']"
4319,"But Harry, remembering what the woman at the 
Magical Menagerie had said about rats living only 
three years, couldn’t help feeling that unless Scabbers 
had powers he had never revealed, he was reaching 
the end of his life. And despite Ron’s frequent 
complaints that Scabbers was both boring and 
useless, he was sure Ron would be very miserable if 
Scabbers died. 

 Christmas spirit was definitely thin on the ground in 
the Gryffindor common room that morning.","['Harry', 'Ron', 'the']"
4320,"And despite Ron’s frequent 
complaints that Scabbers was both boring and 
useless, he was sure Ron would be very miserable if 
Scabbers died. 

 Christmas spirit was definitely thin on the ground in 
the Gryffindor common room that morning. Hermione 

Page | 251 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




had shut Crookshanks in her dormitory, but was 
furious with Ron for trying to kick him; Ron was still 
fuming about Crookshanks ’s fresh attempt to eat 
Scabbers.","['Hermione', 'the', 'Harry Potter', 'Crookshanks', 'Ron']"
4321,"Christmas spirit was definitely thin on the ground in 
the Gryffindor common room that morning. Hermione 

Page | 251 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




had shut Crookshanks in her dormitory, but was 
furious with Ron for trying to kick him; Ron was still 
fuming about Crookshanks ’s fresh attempt to eat 
Scabbers. Harry gave up trying to make them talk to 
each other and devoted himself to examining the 
Firebolt, which he had brought down to the common 
room with him.","['Hermione', 'the', 'Harry Potter', 'Crookshanks', 'Harry', 'Ron']"
4322,"Hermione 

Page | 251 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




had shut Crookshanks in her dormitory, but was 
furious with Ron for trying to kick him; Ron was still 
fuming about Crookshanks ’s fresh attempt to eat 
Scabbers. Harry gave up trying to make them talk to 
each other and devoted himself to examining the 
Firebolt, which he had brought down to the common 
room with him. For some reason this seemed to 
annoy Hermione as well; she didn’t say anything, but 
she kept looking darkly at the broom as though it too 
had been criticizing her cat. 

","['Hermione', 'broom', 'the', 'Harry Potter', 'Crookshanks', 'Harry', 'Ron']"
4323,"Harry gave up trying to make them talk to 
each other and devoted himself to examining the 
Firebolt, which he had brought down to the common 
room with him. For some reason this seemed to 
annoy Hermione as well; she didn’t say anything, but 
she kept looking darkly at the broom as though it too 
had been criticizing her cat. 

 At lunchtime they went down to the Great Hall, to 
find that the House tables had been moved against 
the walls again, and that a single table, set for twelve, 
stood in the middle of the room.","['Hall', 'Hermione', 'broom', 'the', 'Harry']"
