start_sent,sentences,entities
3382,"It was hard to 
tell whether Ron or Hermione was angrier about this. 
 She hadn’t spoken to either of them since the day 
Harry’s broomstick had arrived. 

 “Now, don’t forget that nice wrist movement we’ve 
been practicing!” squeaked Professor Flitwick, 
","['Flitwick', 'Hermione', 'day', 'the', 'Harry', 'Ron']"
3383,"She hadn’t spoken to either of them since the day 
Harry’s broomstick had arrived. 

 “Now, don’t forget that nice wrist movement we’ve 
been practicing!” squeaked Professor Flitwick, 
 perched on top of his pile of books as usual.","['Harry', 'Flitwick', 'day', 'the']"
3384,"“Now, don’t forget that nice wrist movement we’ve 
been practicing!” squeaked Professor Flitwick, 
 perched on top of his pile of books as usual. “Swish 
and flick, remember, swish and flick.",['Flitwick']
3385,"perched on top of his pile of books as usual. “Swish 
and flick, remember, swish and flick. And saying the 
magic words properly is very important, too — never 
","['magic', 'the']"
3386,"“Swish 
and flick, remember, swish and flick. And saying the 
magic words properly is very important, too — never 
 Page | 191 Harry Potter and the Philosophers Stone - J.K. Rowling 




forget Wizard Baruffio, who said ‘s’ instead of ‘f and 
found himself on the floor with a buffalo on his 
chest.” 

","['Baruffio', 'magic', 'Harry Potter', 'the']"
3387,"And saying the 
magic words properly is very important, too — never 
 Page | 191 Harry Potter and the Philosophers Stone - J.K. Rowling 




forget Wizard Baruffio, who said ‘s’ instead of ‘f and 
found himself on the floor with a buffalo on his 
chest.” 

 It was very difficult.","['Baruffio', 'magic', 'Harry Potter', 'the']"
3388,"Page | 191 Harry Potter and the Philosophers Stone - J.K. Rowling 




forget Wizard Baruffio, who said ‘s’ instead of ‘f and 
found himself on the floor with a buffalo on his 
chest.” 

 It was very difficult. Harry and Seamus swished and 
flicked, but the feather they were supposed to be 
sending skyward just lay on the desktop.","['Baruffio', 'Seamus', 'the', 'Harry Potter', 'Harry']"
3389,"It was very difficult. Harry and Seamus swished and 
flicked, but the feather they were supposed to be 
sending skyward just lay on the desktop. Seamus got 
so impatient that he prodded it with his wand and set 
fire to it — Harry had to put it out with his hat. 

","['Harry', 'Seamus', 'the']"
3390,"Harry and Seamus swished and 
flicked, but the feather they were supposed to be 
sending skyward just lay on the desktop. Seamus got 
so impatient that he prodded it with his wand and set 
fire to it — Harry had to put it out with his hat. 

 Ron, at the next table, wasn’t having much more 
luck. 

","['Harry', 'Seamus', 'Ron', 'the']"
3391,"Seamus got 
so impatient that he prodded it with his wand and set 
fire to it — Harry had to put it out with his hat. 

 Ron, at the next table, wasn’t having much more 
luck. 

 “Wingardium Leviosal” he shouted, waving his long 
arms like a windmill. 

","['Harry', 'Seamus', 'Ron', 'the']"
3392,"Ron, at the next table, wasn’t having much more 
luck. 

 “Wingardium Leviosal” he shouted, waving his long 
arms like a windmill. 

 “You’re saying it wrong,” Harry heard Hermione snap. 
","['Hermione', 'Harry', 'Ron', 'the']"
3393,"“Wingardium Leviosal” he shouted, waving his long 
arms like a windmill. 

 “You’re saying it wrong,” Harry heard Hermione snap. 
 “It’s Wing-gar-dium Levi-o-sa, make the ‘gar’ nice and 
long.” 

","['Hermione', 'Harry', 'the']"
3394,"“You’re saying it wrong,” Harry heard Hermione snap. 
 “It’s Wing-gar-dium Levi-o-sa, make the ‘gar’ nice and 
long.” 

 “You do it, then, if you’re so clever,” Ron snarled. 

","['Hermione', 'the', 'Harry', 'clever', 'Ron']"
3395,"“It’s Wing-gar-dium Levi-o-sa, make the ‘gar’ nice and 
long.” 

 “You do it, then, if you’re so clever,” Ron snarled. 

 Hermione rolled up the sleeves of her gown, flicked 
her wand, and said, “Wingardium LeviosaV’ 

","['Hermione', 'clever', 'Ron', 'the']"
3396,"“You do it, then, if you’re so clever,” Ron snarled. 

 Hermione rolled up the sleeves of her gown, flicked 
her wand, and said, “Wingardium LeviosaV’ 

 Their feather rose off the desk and hovered about four 
feet above their heads. 

","['rose', 'Hermione', 'the', 'clever', 'Ron']"
3397,"Hermione rolled up the sleeves of her gown, flicked 
her wand, and said, “Wingardium LeviosaV’ 

 Their feather rose off the desk and hovered about four 
feet above their heads. 

 “Oh, well done!”","['Hermione', 'rose', 'the']"
3398,"Their feather rose off the desk and hovered about four 
feet above their heads. 

 “Oh, well done!” cried Professor Flitwick, clapping. 
","['rose', 'Flitwick', 'the']"
3399,"“Oh, well done!” cried Professor Flitwick, clapping. 
 “Everyone see here, Miss Granger’s done it!” 

","['Miss Granger', 'Flitwick']"
3400,"cried Professor Flitwick, clapping. 
 “Everyone see here, Miss Granger’s done it!” 

 Ron was in a very bad mood by the end of the class. 

","['the', 'Ron', 'Miss Granger', 'Flitwick']"
3401,"“Everyone see here, Miss Granger’s done it!” 

 Ron was in a very bad mood by the end of the class. 

 “It’s no wonder no one can stand her,” he said to 
Harry as they pushed their way into the crowded 
corridor, “she’s a nightmare, honestly.” 



","['Harry', 'Ron', 'Miss Granger', 'the']"
3402,"Ron was in a very bad mood by the end of the class. 

 “It’s no wonder no one can stand her,” he said to 
Harry as they pushed their way into the crowded 
corridor, “she’s a nightmare, honestly.” 



 Page | 192 Harry Potter and the Philosophers Stone - J.K. Rowling 




Someone knocked into Harry as they hurried past 
him.","['Harry', 'Harry Potter', 'Ron', 'the']"
3403,"“It’s no wonder no one can stand her,” he said to 
Harry as they pushed their way into the crowded 
corridor, “she’s a nightmare, honestly.” 



 Page | 192 Harry Potter and the Philosophers Stone - J.K. Rowling 




Someone knocked into Harry as they hurried past 
him. It was Hermione.","['Hermione', 'Harry', 'Harry Potter', 'the']"
3404,"Page | 192 Harry Potter and the Philosophers Stone - J.K. Rowling 




Someone knocked into Harry as they hurried past 
him. It was Hermione. Harry caught a glimpse of her 
face — and was startled to see that she was in tears. 

","['Hermione', 'the', 'Harry Potter', 'face', 'Harry']"
3405,"It was Hermione. Harry caught a glimpse of her 
face — and was startled to see that she was in tears. 

 “I think she heard you.” 

","['Hermione', 'Harry', 'face']"
3406,"Harry caught a glimpse of her 
face — and was startled to see that she was in tears. 

 “I think she heard you.” 

 “So?” said Ron, but he looked a bit uncomfortable. 
","['Harry', 'Ron', 'face']"
3407,"“I think she heard you.” 

 “So?” said Ron, but he looked a bit uncomfortable. 
 “She must’ve noticed she’s got no friends.” 

",['Ron']
3408,"“So?” said Ron, but he looked a bit uncomfortable. 
 “She must’ve noticed she’s got no friends.” 

 Hermione didn’t turn up for the next class and wasn’t 
seen all afternoon.","['Hermione', 'Ron', 'the']"
3409,"“She must’ve noticed she’s got no friends.” 

 Hermione didn’t turn up for the next class and wasn’t 
seen all afternoon. On their way down to the Great 
Hall for the Halloween feast, Harry and Ron overheard 
Parvati Patil telling her friend Lavender that Hermione 
was crying in the girls’ bathroom and wanted to be 
left alone.","['Parvati Patil', 'Lavender', 'Hall', 'Hermione', 'the', 'Harry', 'Ron']"
3410,"Hermione didn’t turn up for the next class and wasn’t 
seen all afternoon. On their way down to the Great 
Hall for the Halloween feast, Harry and Ron overheard 
Parvati Patil telling her friend Lavender that Hermione 
was crying in the girls’ bathroom and wanted to be 
left alone. Ron looked still more awkward at this, but 
a moment later they had entered the Great Hall, 
where the Halloween decorations put Hermione out of 
their minds. 

","['Parvati Patil', 'Lavender', 'Hall', 'Hermione', 'the', 'Harry', 'Ron']"
3411,"On their way down to the Great 
Hall for the Halloween feast, Harry and Ron overheard 
Parvati Patil telling her friend Lavender that Hermione 
was crying in the girls’ bathroom and wanted to be 
left alone. Ron looked still more awkward at this, but 
a moment later they had entered the Great Hall, 
where the Halloween decorations put Hermione out of 
their minds. 

 A thousand live bats fluttered from the walls and 
ceiling while a thousand more swooped over the 
tables in low black clouds, making the candles in the 
pumpkins stutter.","['Parvati Patil', 'Lavender', 'Hall', 'black', 'Hermione', 'the', 'Harry', 'Ron']"
3412,"Ron looked still more awkward at this, but 
a moment later they had entered the Great Hall, 
where the Halloween decorations put Hermione out of 
their minds. 

 A thousand live bats fluttered from the walls and 
ceiling while a thousand more swooped over the 
tables in low black clouds, making the candles in the 
pumpkins stutter. The feast appeared suddenly on 
the golden plates, as it had at the start-of-term 
banquet. 

","['Hall', 'black', 'Hermione', 'the', 'The', 'Ron']"
3413,"A thousand live bats fluttered from the walls and 
ceiling while a thousand more swooped over the 
tables in low black clouds, making the candles in the 
pumpkins stutter. The feast appeared suddenly on 
the golden plates, as it had at the start-of-term 
banquet. 

 Harry was just helping himself to a baked potato 
when Professor Quirrell came sprinting into the hall, 
his turban askew and terror on his face.","['black', 'hall', 'the', 'face', 'The', 'Harry', 'Quirrell']"
3414,"The feast appeared suddenly on 
the golden plates, as it had at the start-of-term 
banquet. 

 Harry was just helping himself to a baked potato 
when Professor Quirrell came sprinting into the hall, 
his turban askew and terror on his face. Everyone 
stared as he reached Professor Dumbledore’s chair, 
slumped against the table, and gasped, “Troll — in 
the dungeons — thought you ought to know.” 

","['hall', 'Dumbledore', 'the', 'face', 'The', 'Harry', 'Quirrell']"
3415,"Harry was just helping himself to a baked potato 
when Professor Quirrell came sprinting into the hall, 
his turban askew and terror on his face. Everyone 
stared as he reached Professor Dumbledore’s chair, 
slumped against the table, and gasped, “Troll — in 
the dungeons — thought you ought to know.” 

 He then sank to the floor in a dead faint. 

","['hall', 'Dumbledore', 'the', 'face', 'Harry', 'Quirrell']"
3416,"Everyone 
stared as he reached Professor Dumbledore’s chair, 
slumped against the table, and gasped, “Troll — in 
the dungeons — thought you ought to know.” 

 He then sank to the floor in a dead faint. 

 There was an uproar.","['Dumbledore', 'the']"
3417,"He then sank to the floor in a dead faint. 

 There was an uproar. It took several purple 
firecrackers exploding from the end of Professor 
Dumbledore’s wand to bring silence. 



","['Dumbledore', 'the']"
3418,"There was an uproar. It took several purple 
firecrackers exploding from the end of Professor 
Dumbledore’s wand to bring silence. 



 Page | 193 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Prefects,” he rumbled, “lead your Houses back to the 
dormitories immediately!” 

","['Harry Potter', 'Dumbledore', 'the']"
3419,"It took several purple 
firecrackers exploding from the end of Professor 
Dumbledore’s wand to bring silence. 



 Page | 193 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Prefects,” he rumbled, “lead your Houses back to the 
dormitories immediately!” 

 Percy was in his element. 

","['Harry Potter', 'Dumbledore', 'Percy', 'the']"
3420,"Page | 193 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Prefects,” he rumbled, “lead your Houses back to the 
dormitories immediately!” 

 Percy was in his element. 

 “Follow me!","['Harry Potter', 'Percy', 'the']"
3421,"Percy was in his element. 

 “Follow me! Stick together, first years!",['Percy']
3422,"“Follow me! Stick together, first years! No need to fear 
the troll if you follow my orders!",['the']
3423,"Stick together, first years! No need to fear 
the troll if you follow my orders! Stay close behind 
me, now.",['the']
3424,"No need to fear 
the troll if you follow my orders! Stay close behind 
me, now. Make way, first years coming through! 
",['the']
3427,"Excuse me, I’m a prefect!” 

 “How could a troll get in?” Harry asked as they 
climbed the stairs. 

","['Harry', 'the']"
3428,"“How could a troll get in?” Harry asked as they 
climbed the stairs. 

 “Don’t ask me, they’re supposed to be really stupid,” 
said Ron.","['Harry', 'Ron', 'the']"
3429,"Harry asked as they 
climbed the stairs. 

 “Don’t ask me, they’re supposed to be really stupid,” 
said Ron. “Maybe Peeves let it in for a Halloween 
joke.” 

","['Harry', 'Ron', 'Peeves', 'the']"
3430,"“Don’t ask me, they’re supposed to be really stupid,” 
said Ron. “Maybe Peeves let it in for a Halloween 
joke.” 

 They passed different groups of people hurrying in 
different directions.","['Ron', 'Peeves']"
3431,"“Maybe Peeves let it in for a Halloween 
joke.” 

 They passed different groups of people hurrying in 
different directions. As they jostled their way through 
a crowd of confused Hufflepuffs, Harry suddenly 
grabbed Ron’s arm. 

","['Harry', 'Ron', 'Peeves']"
3432,"They passed different groups of people hurrying in 
different directions. As they jostled their way through 
a crowd of confused Hufflepuffs, Harry suddenly 
grabbed Ron’s arm. 

 “I’ve just thought — Hermione.” 

","['Hermione', 'Harry', 'Ron']"
3433,"As they jostled their way through 
a crowd of confused Hufflepuffs, Harry suddenly 
grabbed Ron’s arm. 

 “I’ve just thought — Hermione.” 

 “What about her?” 

“She doesn’t know about the troll.” 

","['Hermione', 'Harry', 'Ron', 'the']"
3434,"“I’ve just thought — Hermione.” 

 “What about her?” 

“She doesn’t know about the troll.” 

 Ron bit his lip. 

","['Hermione', 'Ron', 'the']"
3435,"“What about her?” 

“She doesn’t know about the troll.” 

 Ron bit his lip. 

 “Oh, all right,” he snapped.","['Ron', 'the']"
3436,"Ron bit his lip. 

 “Oh, all right,” he snapped. “But Percy’d better not 
see us.” 

",['Ron']
3437,"“Oh, all right,” he snapped. “But Percy’d better not 
see us.” 

 Ducking down, they joined the Hufflepuffs going the 
other way, slipped down a deserted side corridor, and 
hurried off toward the girls’ bathroom.",['the']
3438,"“But Percy’d better not 
see us.” 

 Ducking down, they joined the Hufflepuffs going the 
other way, slipped down a deserted side corridor, and 
hurried off toward the girls’ bathroom. They had just 
turned the corner when they heard quick footsteps 
behind them. 



",['the']
3439,"Ducking down, they joined the Hufflepuffs going the 
other way, slipped down a deserted side corridor, and 
hurried off toward the girls’ bathroom. They had just 
turned the corner when they heard quick footsteps 
behind them. 



 Page | 194",['the']
3440,"They had just 
turned the corner when they heard quick footsteps 
behind them. 



 Page | 194 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Percy!” hissed Ron, pulling Harry behind a large 
stone griffin. 

","['the', 'Harry Potter', 'Harry', 'Percy', 'Ron']"
3441,"Page | 194 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Percy!” hissed Ron, pulling Harry behind a large 
stone griffin. 

 Peering around it, however, they saw not Percy but 
Snape.","['the', 'Harry Potter', 'Snape', 'Harry', 'Percy', 'Ron']"
3442,"Harry Potter and the Philosophers Stone - J.K. Rowling 




“Percy!” hissed Ron, pulling Harry behind a large 
stone griffin. 

 Peering around it, however, they saw not Percy but 
Snape. He crossed the corridor and disappeared from 
view. 

","['the', 'Harry Potter', 'Snape', 'Harry', 'Percy', 'Ron']"
3443,"Peering around it, however, they saw not Percy but 
Snape. He crossed the corridor and disappeared from 
view. 

 “What’s he doing?”","['Percy', 'Snape', 'the']"
3444,"He crossed the corridor and disappeared from 
view. 

 “What’s he doing?” Harry whispered.","['Harry', 'the']"
3445,"“What’s he doing?” Harry whispered. “Why isn’t he 
down in the dungeons with the rest of the teachers?” 

“Search me.” 

","['Harry', 'the']"
3446,"Harry whispered. “Why isn’t he 
down in the dungeons with the rest of the teachers?” 

“Search me.” 

 Quietly as possible, they crept along the next corridor 
after Snape ’s fading footsteps. 

","['Harry', 'Snape', 'the']"
3447,"“Why isn’t he 
down in the dungeons with the rest of the teachers?” 

“Search me.” 

 Quietly as possible, they crept along the next corridor 
after Snape ’s fading footsteps. 

 “He’s heading for the third floor,” Harry said, but Ron 
held up his hand. 

","['Harry', 'Snape', 'Ron', 'the']"
3448,"Quietly as possible, they crept along the next corridor 
after Snape ’s fading footsteps. 

 “He’s heading for the third floor,” Harry said, but Ron 
held up his hand. 

 “Can you smell something?” 

","['Harry', 'Snape', 'Ron', 'the']"
3449,"“He’s heading for the third floor,” Harry said, but Ron 
held up his hand. 

 “Can you smell something?” 

 Harry sniffed and a foul stench reached his nostrils, a 
mixture of old socks and the kind of public toilet no 
one seems to clean. 

","['Harry', 'Ron', 'the']"
3450,"“Can you smell something?” 

 Harry sniffed and a foul stench reached his nostrils, a 
mixture of old socks and the kind of public toilet no 
one seems to clean. 

 And then they heard it — a low grunting, and the 
shuffling footfalls of gigantic feet.","['Harry', 'the']"
3451,"Harry sniffed and a foul stench reached his nostrils, a 
mixture of old socks and the kind of public toilet no 
one seems to clean. 

 And then they heard it — a low grunting, and the 
shuffling footfalls of gigantic feet. Ron pointed — at 
the end of a passage to the left, something huge was 
moving toward them.","['Harry', 'Ron', 'the']"
3452,"And then they heard it — a low grunting, and the 
shuffling footfalls of gigantic feet. Ron pointed — at 
the end of a passage to the left, something huge was 
moving toward them. They shrank into the shadows 
and watched as it emerged into a patch of moonlight. 

","['Ron', 'the']"
3453,"Ron pointed — at 
the end of a passage to the left, something huge was 
moving toward them. They shrank into the shadows 
and watched as it emerged into a patch of moonlight. 

 It was a horrible sight.","['Ron', 'the']"
3454,"They shrank into the shadows 
and watched as it emerged into a patch of moonlight. 

 It was a horrible sight. Twelve feet tall, its skin was a 
dull, granite gray, its great lumpy body like a boulder 
with its small bald head perched on top like a 
coconut.","['tall', 'bald', 'the']"
3455,"It was a horrible sight. Twelve feet tall, its skin was a 
dull, granite gray, its great lumpy body like a boulder 
with its small bald head perched on top like a 
coconut. It had short legs thick as tree trunks with 
flat, horny feet.","['tall', 'bald']"
3456,"Twelve feet tall, its skin was a 
dull, granite gray, its great lumpy body like a boulder 
with its small bald head perched on top like a 
coconut. It had short legs thick as tree trunks with 
flat, horny feet. The smell coming from it was 
incredible.","['The', 'tall', 'bald']"
3457,"It had short legs thick as tree trunks with 
flat, horny feet. The smell coming from it was 
incredible. It was holding a huge wooden club, which 
dragged along the floor because its arms were so long. 



","['The', 'the']"
3458,"The smell coming from it was 
incredible. It was holding a huge wooden club, which 
dragged along the floor because its arms were so long. 



 Page | 195 Harry Potter and the Philosophers Stone - J.K. Rowling 




","['The', 'Harry Potter', 'the']"
3459,"It was holding a huge wooden club, which 
dragged along the floor because its arms were so long. 



 Page | 195 Harry Potter and the Philosophers Stone - J.K. Rowling 




 The troll stopped next to a doorway and peered inside. 
","['The', 'Harry Potter', 'the']"
3460,"Page | 195 Harry Potter and the Philosophers Stone - J.K. Rowling 




 The troll stopped next to a doorway and peered inside. 
 It waggled its long ears, making up its tiny mind, then 
slouched slowly into the room. 

","['The', 'Harry Potter', 'the']"
3461,"The troll stopped next to a doorway and peered inside. 
 It waggled its long ears, making up its tiny mind, then 
slouched slowly into the room. 

 “The key’s in the lock,” Harry muttered.","['The', 'Harry', 'the']"
3462,"It waggled its long ears, making up its tiny mind, then 
slouched slowly into the room. 

 “The key’s in the lock,” Harry muttered. “We could 
lock it in.” 

","['The', 'Harry', 'the']"
3463,"“The key’s in the lock,” Harry muttered. “We could 
lock it in.” 

 “Good idea,” said Ron nervously. 

","['The', 'Harry', 'Ron', 'the']"
3464,"“We could 
lock it in.” 

 “Good idea,” said Ron nervously. 

 They edged toward the open door, mouths dry, 
praying the troll wasn’t about to come out of it.","['Ron', 'the']"
3465,"“Good idea,” said Ron nervously. 

 They edged toward the open door, mouths dry, 
praying the troll wasn’t about to come out of it. With 
one great leap, Harry managed to grab the key, slam 
the door, and lock it. 

","['Harry', 'Ron', 'the']"
3466,"They edged toward the open door, mouths dry, 
praying the troll wasn’t about to come out of it. With 
one great leap, Harry managed to grab the key, slam 
the door, and lock it. 

 “Yes!” 

Flushed with their victory, they started to run back 
up the passage, but as they reached the corner they 
heard something that made their hearts stop — a 
high, petrified scream — and it was coming from the 
chamber they’d just chained up. 

","['Harry', 'the']"
3467,"With 
one great leap, Harry managed to grab the key, slam 
the door, and lock it. 

 “Yes!” 

Flushed with their victory, they started to run back 
up the passage, but as they reached the corner they 
heard something that made their hearts stop — a 
high, petrified scream — and it was coming from the 
chamber they’d just chained up. 

 “Oh, no,” said Ron, pale as the Bloody Baron. 

","['Bloody Baron', 'Harry', 'Ron', 'the']"
3468,"“Yes!” 

Flushed with their victory, they started to run back 
up the passage, but as they reached the corner they 
heard something that made their hearts stop — a 
high, petrified scream — and it was coming from the 
chamber they’d just chained up. 

 “Oh, no,” said Ron, pale as the Bloody Baron. 

 “It’s the girls’ bathroom!”","['Bloody Baron', 'Ron', 'the']"
3469,"“Oh, no,” said Ron, pale as the Bloody Baron. 

 “It’s the girls’ bathroom!” Harry gasped. 

","['Bloody Baron', 'Harry', 'Ron', 'the']"
3470,"“It’s the girls’ bathroom!” Harry gasped. 

 “ Hermionel” they said together. 

","['Harry', 'the']"
3471,"Harry gasped. 

 “ Hermionel” they said together. 

 It was the last thing they wanted to do, but what 
choice did they have?","['Harry', 'the']"
3472,"“ Hermionel” they said together. 

 It was the last thing they wanted to do, but what 
choice did they have? Wheeling around, they sprinted 
back to the door and turned the key, fumbling in their 
panic.",['the']
3473,"It was the last thing they wanted to do, but what 
choice did they have? Wheeling around, they sprinted 
back to the door and turned the key, fumbling in their 
panic. Harry pulled the door open and they ran 
inside. 

","['Harry', 'the']"
3474,"Wheeling around, they sprinted 
back to the door and turned the key, fumbling in their 
panic. Harry pulled the door open and they ran 
inside. 

 Hermione Granger was shrinking against the wall 
opposite, looking as if she was about to faint.","['Harry', 'Hermione Granger', 'the']"
3475,"Harry pulled the door open and they ran 
inside. 

 Hermione Granger was shrinking against the wall 
opposite, looking as if she was about to faint. The troll 
was advancing on her, knocking the sinks off the 
walls as it went. 



","['The', 'Harry', 'Hermione Granger', 'the']"
3476,"Hermione Granger was shrinking against the wall 
opposite, looking as if she was about to faint. The troll 
was advancing on her, knocking the sinks off the 
walls as it went. 



 Page | 196 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Confuse it!”","['The', 'Harry Potter', 'Hermione Granger', 'the']"
3477,"The troll 
was advancing on her, knocking the sinks off the 
walls as it went. 



 Page | 196 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Confuse it!” Harry said desperately to Ron, and, 
seizing a tap, he threw it as hard as he could against 
the wall. 

","['the', 'Harry Potter', 'The', 'Harry', 'Ron']"
3478,"Page | 196 Harry Potter and the Philosophers Stone - J.K. Rowling 




“Confuse it!” Harry said desperately to Ron, and, 
seizing a tap, he threw it as hard as he could against 
the wall. 

 The troll stopped a few feet from Hermione.","['Hermione', 'the', 'Harry Potter', 'The', 'Harry', 'Ron']"
3479,"Harry said desperately to Ron, and, 
seizing a tap, he threw it as hard as he could against 
the wall. 

 The troll stopped a few feet from Hermione. It 
lumbered around, blinking stupidly, to see what had 
made the noise.","['Hermione', 'the', 'The', 'Harry', 'Ron']"
3480,"The troll stopped a few feet from Hermione. It 
lumbered around, blinking stupidly, to see what had 
made the noise. Its mean little eyes saw Harry.","['Hermione', 'The', 'Harry', 'the']"
3481,"It 
lumbered around, blinking stupidly, to see what had 
made the noise. Its mean little eyes saw Harry. It 
hesitated, then made for him instead, lifting its club 
as it went. 

","['Harry', 'the']"
3482,"Its mean little eyes saw Harry. It 
hesitated, then made for him instead, lifting its club 
as it went. 

 “Oy, pea-brain!” yelled Ron from the other side of the 
chamber, and he threw a metal pipe at it.","['Harry', 'Ron', 'the']"
3483,"It 
hesitated, then made for him instead, lifting its club 
as it went. 

 “Oy, pea-brain!” yelled Ron from the other side of the 
chamber, and he threw a metal pipe at it. The troll 
didn’t even seem to notice the pipe hitting its 
shoulder, but it heard the yell and paused again, 
turning its ugly snout toward Ron instead, giving 
Harry time to run around it. 

","['The', 'Harry', 'Ron', 'the']"
3484,"“Oy, pea-brain!” yelled Ron from the other side of the 
chamber, and he threw a metal pipe at it. The troll 
didn’t even seem to notice the pipe hitting its 
shoulder, but it heard the yell and paused again, 
turning its ugly snout toward Ron instead, giving 
Harry time to run around it. 

 “Come on, run, run\” Harry yelled at Hermione, trying 
to pull her toward the door, but she couldn’t move, 
she was still flat against the wall, her mouth open 
with terror. 

","['Hermione', 'the', 'The', 'Harry', 'Ron']"
3485,"The troll 
didn’t even seem to notice the pipe hitting its 
shoulder, but it heard the yell and paused again, 
turning its ugly snout toward Ron instead, giving 
Harry time to run around it. 

 “Come on, run, run\” Harry yelled at Hermione, trying 
to pull her toward the door, but she couldn’t move, 
she was still flat against the wall, her mouth open 
with terror. 

 The shouting and the echoes seemed to be driving the 
troll berserk.","['Hermione', 'the', 'The', 'Harry', 'Ron']"
3486,"“Come on, run, run\” Harry yelled at Hermione, trying 
to pull her toward the door, but she couldn’t move, 
she was still flat against the wall, her mouth open 
with terror. 

 The shouting and the echoes seemed to be driving the 
troll berserk. It roared again and started toward Ron, 
who was nearest and had no way to escape. 

","['Hermione', 'the', 'The', 'Harry', 'Ron']"
3487,"The shouting and the echoes seemed to be driving the 
troll berserk. It roared again and started toward Ron, 
who was nearest and had no way to escape. 

 Harry then did something that was both very brave 
and very stupid: He took a great running jump and 
managed to fasten his arms around the troll’s neck 
from behind.","['The', 'Harry', 'Ron', 'the']"
3488,"It roared again and started toward Ron, 
who was nearest and had no way to escape. 

 Harry then did something that was both very brave 
and very stupid: He took a great running jump and 
managed to fasten his arms around the troll’s neck 
from behind. The troll couldn’t feel Harry hanging 
there, but even a troll will notice if you stick a long bit 
of wood up its nose, and Harry’s wand had still been 
in his hand when he’d jumped — it had gone straight 
up one of the troll’s nostrils. 

","['The', 'Harry', 'Ron', 'the']"
3489,"Harry then did something that was both very brave 
and very stupid: He took a great running jump and 
managed to fasten his arms around the troll’s neck 
from behind. The troll couldn’t feel Harry hanging 
there, but even a troll will notice if you stick a long bit 
of wood up its nose, and Harry’s wand had still been 
in his hand when he’d jumped — it had gone straight 
up one of the troll’s nostrils. 

 Howling with pain, the troll twisted and flailed its 
club, with Harry clinging on for dear life; any second, 
the troll was going to rip him off or catch him a 
terrible blow with the club. 

","['The', 'Harry', 'the']"
3490,"The troll couldn’t feel Harry hanging 
there, but even a troll will notice if you stick a long bit 
of wood up its nose, and Harry’s wand had still been 
in his hand when he’d jumped — it had gone straight 
up one of the troll’s nostrils. 

 Howling with pain, the troll twisted and flailed its 
club, with Harry clinging on for dear life; any second, 
the troll was going to rip him off or catch him a 
terrible blow with the club. 

 Page | 197","['The', 'Harry', 'the']"
3491,"Howling with pain, the troll twisted and flailed its 
club, with Harry clinging on for dear life; any second, 
the troll was going to rip him off or catch him a 
terrible blow with the club. 

 Page | 197 Harry Potter and the Philosophers Stone - J.K. Rowling 




Hermione had sunk to the floor in fright; Ron pulled 
out his own wand — not knowing what he was going 
to do he heard himself cry the first spell that came 
into his head: “Wingardium Leviosal” 

The club flew suddenly out of the troll’s hand, rose 
high, high up into the air, turned slowly over — and 
dropped, with a sickening crack, onto its owner’s 
head.","['rose', 'Hermione', 'the', 'Harry Potter', 'The', 'Harry', 'Ron']"
3492,"Page | 197 Harry Potter and the Philosophers Stone - J.K. Rowling 




Hermione had sunk to the floor in fright; Ron pulled 
out his own wand — not knowing what he was going 
to do he heard himself cry the first spell that came 
into his head: “Wingardium Leviosal” 

The club flew suddenly out of the troll’s hand, rose 
high, high up into the air, turned slowly over — and 
dropped, with a sickening crack, onto its owner’s 
head. The troll swayed on the spot and then fell flat 
on its face, with a thud that made the whole room 
tremble. 

","['rose', 'Hermione', 'the', 'Harry Potter', 'face', 'The', 'Ron']"
3493,"Harry Potter and the Philosophers Stone - J.K. Rowling 




Hermione had sunk to the floor in fright; Ron pulled 
out his own wand — not knowing what he was going 
to do he heard himself cry the first spell that came 
into his head: “Wingardium Leviosal” 

The club flew suddenly out of the troll’s hand, rose 
high, high up into the air, turned slowly over — and 
dropped, with a sickening crack, onto its owner’s 
head. The troll swayed on the spot and then fell flat 
on its face, with a thud that made the whole room 
tremble. 

 Harry got to his feet.","['rose', 'Hermione', 'the', 'Harry Potter', 'face', 'The', 'Harry', 'Ron']"
3494,"The troll swayed on the spot and then fell flat 
on its face, with a thud that made the whole room 
tremble. 

 Harry got to his feet. He was shaking and out of 
breath.","['The', 'Harry', 'face', 'the']"
3495,"Harry got to his feet. He was shaking and out of 
breath. Ron was standing there with his wand still 
raised, staring at what he had done. 

","['Harry', 'Ron']"
3496,"He was shaking and out of 
breath. Ron was standing there with his wand still 
raised, staring at what he had done. 

 It was Hermione who spoke first. 

","['Hermione', 'Ron']"
3497,"Ron was standing there with his wand still 
raised, staring at what he had done. 

 It was Hermione who spoke first. 

 “Is it — dead?” 

","['Hermione', 'Ron']"
3498,"It was Hermione who spoke first. 

 “Is it — dead?” 

 “I don’t think so,” said Harry, “I think it’s just been 
knocked out.” 

","['Hermione', 'Harry']"
